product_id,sku,group_name,entertainment,product_name,category,price_twd,currency,stock,release_date,image_url,thumbnail_url,description,official_licensed,limited_edition,preorder,rating,sold_count,weight_g,dimensions,country_of_origin,material,max_purchase_qty,shipping_days_estimate,tags,last_updated,status
11,BLACKPINK-00011,BLACKPINK,YG,BLACKPINK Official Light Stick Ver.2,Light Stick,1210,TWD,210,2021/8/12,https://cdn.example.com/HW3/BLACKPINK/11.jpg,https://cdn.example.com/HW3/BLACKPINK/11_thumb.jpg,BLACKPINK 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 2,TRUE,TRUE,FALSE,4.9,2464,417,105×105×250 mm,KR,塑膠/ABS,2,3,"light stick,blackpink,official",2025/10/3,in_stock
12,BLACKPINK-00012,BLACKPINK,YG,BLACKPINK Official Light Stick Ver.2,Light Stick,2290,TWD,97,2022/9/19,https://cdn.example.com/HW3/BLACKPINK/12.jpg,https://cdn.example.com/HW3/BLACKPINK/12_thumb.jpg,BLACKPINK 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 2,TRUE,FALSE,FALSE,4.5,2539,350,105×105×250 mm,KR,塑膠/ABS,2,2,"light stick,blackpink,official",2025/10/3,in_stock
13,BLACKPINK-00013,BLACKPINK,YG,BLACKPINK 2nd Mini Album,Album,420,TWD,47,2024/8/2,https://cdn.example.com/HW3/BLACKPINK/13.jpg,https://cdn.example.com/HW3/BLACKPINK/13_thumb.jpg,BLACKPINK 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,TRUE,FALSE,4.6,2191,622,180×250×25 mm,KR,紙類,5,3,"album,blackpink,official",2025/10/3,in_stock
14,BLACKPINK-00014,BLACKPINK,YG,BLACKPINK Official Slogan Banner,Banner,620,TWD,186,2020/6/22,https://cdn.example.com/HW3/BLACKPINK/14.jpg,https://cdn.example.com/HW3/BLACKPINK/14_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,FALSE,FALSE,4.6,1011,139,200×600 mm,KR,紙類,2,3,"banner,blackpink,official",2025/10/3,in_stock
15,BLACKPINK-00015,BLACKPINK,YG,BLACKPINK 1st Mini Album,Album,950,TWD,33,2016/1/30,https://cdn.example.com/HW3/BLACKPINK/15.jpg,https://cdn.example.com/HW3/BLACKPINK/15_thumb.jpg,BLACKPINK 正版專輯，含 96p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,TRUE,4.3,277,462,180×250×25 mm,KR,紙類,3,2,"album,blackpink,official",2025/10/3,in_stock
16,BLACKPINK-00016,BLACKPINK,YG,BLACKPINK Hoodie,Apparel/Hoodie,2870,TWD,153,2018/5/27,https://cdn.example.com/HW3/BLACKPINK/16.jpg,https://cdn.example.com/HW3/BLACKPINK/16_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,TRUE,FALSE,4.7,3892,428,依尺寸而定,KR,棉/聚酯纖維,2,5,"apparel,blackpink,official",2025/10/3,in_stock
17,BLACKPINK-00017,BLACKPINK,YG,BLACKPINK Photocard Set (Random 1 of 9),Photocard,350,TWD,105,2020/10/31,https://cdn.example.com/HW3/BLACKPINK/17.jpg,https://cdn.example.com/HW3/BLACKPINK/17_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.8,826,164,55×85 mm（單張）,KR,紙類,1,5,"photocard,blackpink,official",2025/10/3,in_stock
18,BLACKPINK-00018,BLACKPINK,YG,BLACKPINK Photocard Set (Random 1 of 9),Photocard,400,TWD,129,2022/1/5,https://cdn.example.com/HW3/BLACKPINK/18.jpg,https://cdn.example.com/HW3/BLACKPINK/18_thumb.jpg,官方小卡套組，共 9 張，隨機成員與造型，採硬卡霧面膜。,TRUE,TRUE,FALSE,4.6,637,104,55×85 mm（單張）,KR,紙類,5,6,"photocard,blackpink,official",2025/10/3,in_stock
19,BLACKPINK-00019,BLACKPINK,YG,BLACKPINK 1st Mini Album,Album,520,TWD,138,2021/6/12,https://cdn.example.com/HW3/BLACKPINK/19.jpg,https://cdn.example.com/HW3/BLACKPINK/19_thumb.jpg,BLACKPINK 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.2,3124,558,180×250×25 mm,KR,紙類,1,5,"album,blackpink,official",2025/10/3,in_stock
20,BLACKPINK-00020,BLACKPINK,YG,BLACKPINK Season's Single,Album,920,TWD,63,2017/9/26,https://cdn.example.com/HW3/BLACKPINK/20.jpg,https://cdn.example.com/HW3/BLACKPINK/20_thumb.jpg,BLACKPINK 正版專輯，含 84p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,4461,599,180×250×25 mm,KR,紙類,1,7,"album,blackpink,official",2025/10/3,in_stock
21,TWICE-00021,TWICE,JYP,TWICE Official Light Stick Ver.1,Light Stick,2180,TWD,150,2025/4/23,https://cdn.example.com/HW3/TWICE/21.jpg,https://cdn.example.com/HW3/TWICE/21_thumb.jpg,TWICE 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 1,TRUE,TRUE,FALSE,4.3,1542,478,105×105×250 mm,KR,塑膠/ABS,1,6,"light stick,twice,official",2025/10/3,in_stock
22,TWICE-00022,TWICE,JYP,TWICE 1st Full Album,Album,930,TWD,167,2021/6/29,https://cdn.example.com/HW3/TWICE/22.jpg,https://cdn.example.com/HW3/TWICE/22_thumb.jpg,TWICE 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,TRUE,TRUE,4.7,4650,476,180×250×25 mm,KR,紙類,3,4,"album,twice,official",2025/10/3,in_stock
23,TWICE-00023,TWICE,JYP,TWICE Repackage Album,Album,760,TWD,180,2022/7/14,https://cdn.example.com/HW3/TWICE/23.jpg,https://cdn.example.com/HW3/TWICE/23_thumb.jpg,TWICE 正版專輯，含 72p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.8,614,417,180×250×25 mm,KR,紙類,1,5,"album,twice,official",2025/10/3,in_stock
24,TWICE-00024,TWICE,JYP,TWICE Limited Poster,Poster,250,TWD,69,2021/1/11,https://cdn.example.com/HW3/TWICE/24.jpg,https://cdn.example.com/HW3/TWICE/24_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.5,583,138,520×770 mm（筒裝）,KR,紙類,2,4,"poster,twice,official",2025/10/3,in_stock
25,TWICE-00025,TWICE,JYP,TWICE Official Light Stick Ver.4,Light Stick,1820,TWD,182,2024/1/19,https://cdn.example.com/HW3/TWICE/25.jpg,https://cdn.example.com/HW3/TWICE/25_thumb.jpg,TWICE 官方應援棒 Ver.4，支援藍牙與演唱會同步，附收納袋與腕繩。,TRUE,FALSE,FALSE,4.6,868,506,105×105×250 mm,KR,塑膠/ABS,2,4,"light stick,twice,official",2025/10/3,in_stock
26,TWICE-00026,TWICE,JYP,TWICE 2nd Mini Album,Album,630,TWD,68,2021/10/13,https://cdn.example.com/HW3/TWICE/26.jpg,https://cdn.example.com/HW3/TWICE/26_thumb.jpg,TWICE 正版專輯，含 120p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,2182,494,180×250×25 mm,KR,紙類,5,4,"album,twice,official",2025/10/3,in_stock
27,TWICE-00027,TWICE,JYP,TWICE Official Slogan Banner,Banner,300,TWD,85,2019/10/1,https://cdn.example.com/HW3/TWICE/27.jpg,https://cdn.example.com/HW3/TWICE/27_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,TRUE,FALSE,4.3,2165,181,200×600 mm,KR,紙類,2,7,"banner,twice,official",2025/10/3,in_stock
28,TWICE-00028,TWICE,JYP,TWICE Cap,Apparel/Cap,1040,TWD,43,2015/2/9,https://cdn.example.com/HW3/TWICE/28.jpg,https://cdn.example.com/HW3/TWICE/28_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,TRUE,FALSE,4.9,4489,467,依尺寸而定,KR,棉/聚酯纖維,1,4,"apparel,twice,official",2025/10/3,in_stock
29,TWICE-00029,TWICE,JYP,TWICE Tour Tshirt,Apparel/Tour Tshirt,1240,TWD,93,2015/6/21,https://cdn.example.com/HW3/TWICE/29.jpg,https://cdn.example.com/HW3/TWICE/29_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,5,346,245,依尺寸而定,KR,棉/聚酯纖維,3,3,"apparel,twice,official",2025/10/3,in_stock
30,TWICE-00030,TWICE,JYP,TWICE Limited Poster,Poster,250,TWD,158,2023/10/1,https://cdn.example.com/HW3/TWICE/30.jpg,https://cdn.example.com/HW3/TWICE/30_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.7,1286,210,520×770 mm（筒裝）,KR,紙類,2,3,"poster,twice,official",2025/10/3,in_stock
31,SEVENTEEN-00031,SEVENTEEN,HYBE,SEVENTEEN Logo Keyring,Keyring,410,TWD,203,2017/1/4,https://cdn.example.com/HW3/SEVENTEEN/31.jpg,https://cdn.example.com/HW3/SEVENTEEN/31_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.5,2052,31,40×70 mm,KR,塑膠/ABS,3,3,"keyring,seventeen,official",2025/10/3,in_stock
32,SEVENTEEN-00032,SEVENTEEN,HYBE,SEVENTEEN Photocard Set (Random 1 of 9),Photocard,750,TWD,135,2024/8/17,https://cdn.example.com/HW3/SEVENTEEN/32.jpg,https://cdn.example.com/HW3/SEVENTEEN/32_thumb.jpg,官方小卡套組，共 12 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.6,2520,84,55×85 mm（單張）,KR,紙類,2,3,"photocard,seventeen,official",2025/10/3,in_stock
33,SEVENTEEN-00033,SEVENTEEN,HYBE,SEVENTEEN 1st Full Album,Album,640,TWD,86,2023/9/3,https://cdn.example.com/HW3/SEVENTEEN/33.jpg,https://cdn.example.com/HW3/SEVENTEEN/33_thumb.jpg,SEVENTEEN 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,4412,385,180×250×25 mm,KR,紙類,3,2,"album,seventeen,official",2025/10/3,in_stock
34,SEVENTEEN-00034,SEVENTEEN,HYBE,SEVENTEEN 2nd Full Album,Album,390,TWD,126,2021/9/9,https://cdn.example.com/HW3/SEVENTEEN/34.jpg,https://cdn.example.com/HW3/SEVENTEEN/34_thumb.jpg,SEVENTEEN 正版專輯，含 72p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.5,4209,405,180×250×25 mm,KR,紙類,1,5,"album,seventeen,official",2025/10/3,in_stock
35,SEVENTEEN-00035,SEVENTEEN,HYBE,SEVENTEEN Official Slogan Banner,Banner,380,TWD,126,2022/12/13,https://cdn.example.com/HW3/SEVENTEEN/35.jpg,https://cdn.example.com/HW3/SEVENTEEN/35_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,TRUE,FALSE,4.6,1634,105,200×600 mm,KR,紙類,3,5,"banner,seventeen,official",2025/10/3,in_stock
36,SEVENTEEN-00036,SEVENTEEN,HYBE,SEVENTEEN Repackage Album,Album,480,TWD,94,2020/9/8,https://cdn.example.com/HW3/SEVENTEEN/36.jpg,https://cdn.example.com/HW3/SEVENTEEN/36_thumb.jpg,SEVENTEEN 正版專輯，含 96p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.8,4561,503,180×250×25 mm,KR,紙類,2,3,"album,seventeen,official",2025/10/3,in_stock
37,SEVENTEEN-00037,SEVENTEEN,HYBE,SEVENTEEN Hoodie,Apparel/Hoodie,2890,TWD,59,2025/2/14,https://cdn.example.com/HW3/SEVENTEEN/37.jpg,https://cdn.example.com/HW3/SEVENTEEN/37_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.6,23,563,依尺寸而定,KR,棉/聚酯纖維,3,4,"apparel,seventeen,official",2025/10/3,in_stock
38,SEVENTEEN-00038,SEVENTEEN,HYBE,SEVENTEEN Repackage Album,Album,800,TWD,136,2020/9/24,https://cdn.example.com/HW3/SEVENTEEN/38.jpg,https://cdn.example.com/HW3/SEVENTEEN/38_thumb.jpg,SEVENTEEN 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.8,714,459,180×250×25 mm,KR,紙類,3,6,"album,seventeen,official",2025/10/3,in_stock
39,SEVENTEEN-00039,SEVENTEEN,HYBE,SEVENTEEN Limited Poster,Poster,370,TWD,207,2024/3/6,https://cdn.example.com/HW3/SEVENTEEN/39.jpg,https://cdn.example.com/HW3/SEVENTEEN/39_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.8,1227,143,520×770 mm（筒裝）,KR,紙類,1,2,"poster,seventeen,official",2025/10/3,in_stock
40,SEVENTEEN-00040,SEVENTEEN,HYBE,SEVENTEEN Season's Single,Album,820,TWD,176,2024/12/8,https://cdn.example.com/HW3/SEVENTEEN/40.jpg,https://cdn.example.com/HW3/SEVENTEEN/40_thumb.jpg,SEVENTEEN 正版專輯，含 96p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.5,3293,562,180×250×25 mm,KR,紙類,2,3,"album,seventeen,official",2025/10/3,in_stock
41,IVE-00041,IVE,Starship,IVE Official Poster,Poster,250,TWD,60,2022/3/25,https://cdn.example.com/HW3/IVE/41.jpg,https://cdn.example.com/HW3/IVE/41_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.6,4586,228,520×770 mm（筒裝）,KR,紙類,2,2,"poster,ive,official",2025/10/3,in_stock
42,IVE-00042,IVE,Starship,IVE Hoodie,Apparel/Hoodie,2870,TWD,167,2024/2/19,https://cdn.example.com/HW3/IVE/42.jpg,https://cdn.example.com/HW3/IVE/42_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.6,4155,451,依尺寸而定,KR,棉/聚酯纖維,5,6,"apparel,ive,official",2025/10/3,in_stock
43,IVE-00043,IVE,Starship,IVE Tour Tshirt,Apparel/Tour Tshirt,1290,TWD,207,2022/6/15,https://cdn.example.com/HW3/IVE/43.jpg,https://cdn.example.com/HW3/IVE/43_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.8,4290,410,依尺寸而定,KR,棉/聚酯纖維,5,7,"apparel,ive,official",2025/10/3,in_stock
44,IVE-00044,IVE,Starship,IVE Season's Single,Album,590,TWD,96,2022/11/19,https://cdn.example.com/HW3/IVE/44.jpg,https://cdn.example.com/HW3/IVE/44_thumb.jpg,IVE 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,TRUE,4.3,3157,489,180×250×25 mm,KR,紙類,2,7,"album,ive,official",2025/10/3,in_stock
45,IVE-00045,IVE,Starship,IVE Special Single Album,Album,900,TWD,30,2023/5/2,https://cdn.example.com/HW3/IVE/45.jpg,https://cdn.example.com/HW3/IVE/45_thumb.jpg,IVE 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.9,4804,588,180×250×25 mm,KR,紙類,1,6,"album,ive,official",2025/10/3,in_stock
46,IVE-00046,IVE,Starship,IVE Official Light Stick Ver.1,Light Stick,1810,TWD,122,2025/9/8,https://cdn.example.com/HW3/IVE/46.jpg,https://cdn.example.com/HW3/IVE/46_thumb.jpg,IVE 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 1,TRUE,FALSE,FALSE,4.8,1826,449,105×105×250 mm,KR,塑膠/ABS,5,3,"light stick,ive,official",2025/10/3,in_stock
47,IVE-00047,IVE,Starship,IVE Season's Single,Album,690,TWD,57,2025/1/23,https://cdn.example.com/HW3/IVE/47.jpg,https://cdn.example.com/HW3/IVE/47_thumb.jpg,IVE 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,5,4395,557,180×250×25 mm,KR,紙類,1,5,"album,ive,official",2025/10/3,in_stock
48,IVE-00048,IVE,Starship,IVE Cap,Apparel/Cap,630,TWD,124,2024/8/9,https://cdn.example.com/HW3/IVE/48.jpg,https://cdn.example.com/HW3/IVE/48_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,TRUE,FALSE,4.2,3125,222,依尺寸而定,KR,棉/聚酯纖維,3,3,"apparel,ive,official",2025/10/3,in_stock
49,IVE-00049,IVE,Starship,IVE Hoodie,Apparel/Hoodie,2280,TWD,122,2025/3/21,https://cdn.example.com/HW3/IVE/49.jpg,https://cdn.example.com/HW3/IVE/49_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,TRUE,4.2,4438,322,依尺寸而定,KR,棉/聚酯纖維,1,4,"apparel,ive,official",2025/10/3,in_stock
50,IVE-00050,IVE,Starship,IVE 2nd Mini Album,Album,380,TWD,20,2022/2/13,https://cdn.example.com/HW3/IVE/50.jpg,https://cdn.example.com/HW3/IVE/50_thumb.jpg,IVE 正版專輯，含 120p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.6,957,476,180×250×25 mm,KR,紙類,2,5,"album,ive,official",2025/10/3,in_stock
51,STRAYKIDS-00051,Stray Kids,JYP,Stray Kids Concert Poster,Poster,280,TWD,94,2019/11/2,https://cdn.example.com/HW3/StrayKids/51.jpg,https://cdn.example.com/HW3/StrayKids/51_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,TRUE,TRUE,4.4,3094,149,520×770 mm（筒裝）,KR,紙類,5,7,"poster,straykids,official",2025/10/3,in_stock
52,STRAYKIDS-00052,Stray Kids,JYP,Stray Kids 1st Full Album,Album,960,TWD,215,2024/5/7,https://cdn.example.com/HW3/StrayKids/52.jpg,https://cdn.example.com/HW3/StrayKids/52_thumb.jpg,Stray Kids 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,TRUE,FALSE,4.7,584,411,180×250×25 mm,KR,紙類,3,2,"album,straykids,official",2025/10/3,in_stock
53,STRAYKIDS-00053,Stray Kids,JYP,Stray Kids Photocard Binder Set,Photocard,520,TWD,132,2025/2/16,https://cdn.example.com/HW3/StrayKids/53.jpg,https://cdn.example.com/HW3/StrayKids/53_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.8,2232,126,55×85 mm（單張）,KR,紙類,5,5,"photocard,straykids,official",2025/10/3,in_stock
54,STRAYKIDS-00054,Stray Kids,JYP,Stray Kids Cap,Apparel/Cap,870,TWD,37,2020/10/2,https://cdn.example.com/HW3/StrayKids/54.jpg,https://cdn.example.com/HW3/StrayKids/54_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.8,4688,345,依尺寸而定,KR,棉/聚酯纖維,5,4,"apparel,straykids,official",2025/10/3,in_stock
55,STRAYKIDS-00055,Stray Kids,JYP,Stray Kids Repackage Album,Album,570,TWD,102,2020/11/24,https://cdn.example.com/HW3/StrayKids/55.jpg,https://cdn.example.com/HW3/StrayKids/55_thumb.jpg,Stray Kids 正版專輯，含 72p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.9,4573,531,180×250×25 mm,KR,紙類,1,6,"album,straykids,official",2025/10/3,in_stock
56,STRAYKIDS-00056,Stray Kids,JYP,Stray Kids Logo Keyring,Keyring,320,TWD,140,2022/7/23,https://cdn.example.com/HW3/StrayKids/56.jpg,https://cdn.example.com/HW3/StrayKids/56_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.6,4040,76,40×70 mm,KR,塑膠/ABS,5,2,"keyring,straykids,official",2025/10/3,in_stock
57,STRAYKIDS-00057,Stray Kids,JYP,Stray Kids 1st Full Album,Album,660,TWD,136,2022/2/20,https://cdn.example.com/HW3/StrayKids/57.jpg,https://cdn.example.com/HW3/StrayKids/57_thumb.jpg,Stray Kids 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,5,4528,647,180×250×25 mm,KR,紙類,3,4,"album,straykids,official",2025/10/3,in_stock
58,STRAYKIDS-00058,Stray Kids,JYP,Stray Kids Concert Poster,Poster,360,TWD,45,2020/8/2,https://cdn.example.com/HW3/StrayKids/58.jpg,https://cdn.example.com/HW3/StrayKids/58_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.8,1536,184,520×770 mm（筒裝）,KR,紙類,2,3,"poster,straykids,official",2025/10/3,in_stock
59,STRAYKIDS-00059,Stray Kids,JYP,Stray Kids Photocard Binder Set,Photocard,350,TWD,73,2021/4/28,https://cdn.example.com/HW3/StrayKids/59.jpg,https://cdn.example.com/HW3/StrayKids/59_thumb.jpg,官方小卡套組，共 10 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.8,1056,104,55×85 mm（單張）,KR,紙類,3,2,"photocard,straykids,official",2025/10/3,in_stock
60,STRAYKIDS-00060,Stray Kids,JYP,Stray Kids Mini Light Stick Keyring,Keyring,350,TWD,178,2019/6/2,https://cdn.example.com/HW3/StrayKids/60.jpg,https://cdn.example.com/HW3/StrayKids/60_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.9,4722,74,40×70 mm,KR,塑膠/ABS,3,5,"keyring,straykids,official",2025/10/3,in_stock
61,AESPA-00061,aespa,SM,aespa Hoodie,Apparel/Hoodie,1880,TWD,137,2022/10/31,https://cdn.example.com/HW3/aespa/61.jpg,https://cdn.example.com/HW3/aespa/61_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,TRUE,TRUE,4.6,4746,206,依尺寸而定,KR,棉/聚酯纖維,1,3,"apparel,aespa,official",2025/10/3,in_stock
